"","year","id","age","race","sex","realrinc","educ","partyid","happy"
"2028",2022,2028,31,"white","male",NA,"12th grade","independent, close to democrat","pretty happy"
"2029",2022,2029,71,"white","male",NA,"2 years of college","independent, close to democrat","not too happy"
"2030",2022,2030,43,"other","male",22495,"8 or more years of college","independent (neither, no response)","pretty happy"
"2031",2022,2031,36,"white","female",NA,"10th grade","independent (neither, no response)","not too happy"
"2032",2022,2032,51,"white","male",141848.32887,"4 years of college","not very strong democrat","pretty happy"
"2033",2022,2033,30,"white","female",40900,"4 years of college","independent, close to democrat","pretty happy"
"2034",2022,2034,54,"white","female",40900,"6 years of college","strong democrat","pretty happy"
"2035",2022,2035,40,"white","male",27607.5,"4 years of college","not very strong republican","pretty happy"
"2036",2022,2036,59,"white","female",22495,"6 years of college","not very strong democrat","pretty happy"
"2037",2022,2037,47,"white","female",27607.5,"6 years of college","independent (neither, no response)","pretty happy"
"2038",2022,2038,88,"white","female",NA,"4 years of college","strong democrat","pretty happy"
"2039",2022,2039,61,"other","female",NA,"2 years of college","independent (neither, no response)","pretty happy"
"2040",2022,2040,46,"white","male",22495,"4 years of college","strong republican","pretty happy"
"2041",2022,2041,78,"white","female",NA,"11th grade","strong republican","pretty happy"
"2042",2022,2042,55,"white","female",27607.5,"6 years of college","not very strong democrat","pretty happy"
"2043",2022,2043,28,"white","male",22495,"5 years of college","independent, close to democrat","pretty happy"
"2044",2022,2044,56,NA,"female",NA,"4 years of college","independent (neither, no response)","not too happy"
"2045",2022,2045,64,"other","male",9713.75,"2 years of college","independent (neither, no response)","pretty happy"
"2046",2022,2046,30,"black","female",1431.5,"2 years of college","independent (neither, no response)","not too happy"
"2047",2022,2047,63,"black","female",NA,"11th grade","strong democrat","pretty happy"
"2048",2022,2048,64,"black","female",NA,"4 years of college","not very strong democrat","pretty happy"
"2049",2022,2049,NA,"black","female",NA,"4 years of college","independent (neither, no response)","pretty happy"
"2050",2022,2050,29,"white","male",NA,"12th grade","not very strong democrat","pretty happy"
"2051",2022,2051,41,"white","male",27607.5,"2 years of college","strong democrat","pretty happy"
"2052",2022,2052,40,"white","male",11247.5,"2 years of college","strong democrat","not too happy"
"2053",2022,2053,29,"white","female",8691.25,"2 years of college","independent (neither, no response)","pretty happy"
"2054",2022,2054,60,"white","male",NA,"6 years of college","strong democrat","not too happy"
"2055",2022,2055,40,"white","female",40900,"5 years of college","independent, close to democrat","pretty happy"
"2056",2022,2056,19,"white","female",818,"1 year of college","independent (neither, no response)","pretty happy"
"2057",2022,2057,76,"white","male",NA,"12th grade","strong republican","very happy"
"2058",2022,2058,28,"white","male",22495,"4 years of college","not very strong republican","pretty happy"
"2059",2022,2059,26,"white","female",13292.5,"4 years of college","not very strong democrat","not too happy"
"2060",2022,2060,65,"white","female",27607.5,"3 years of college","strong democrat","pretty happy"
"2061",2022,2061,66,"other","female",NA,"4 years of college","independent, close to republican","pretty happy"
"2062",2022,2062,82,"white","female",NA,"7th grade","strong republican","pretty happy"
"2063",2022,2063,63,"white","male",22495,"4 years of college","independent (neither, no response)","very happy"
"2064",2022,2064,52,"white","female",NA,"2 years of college","strong republican","not too happy"
"2065",2022,2065,49,"white","male",27607.5,"3 years of college","independent, close to republican","very happy"
"2066",2022,2066,38,"white","male",NA,"10th grade","other party","pretty happy"
"2067",2022,2067,67,"white","female",NA,"12th grade","not very strong democrat","very happy"
"2068",2022,2068,63,"black","female",NA,"2 years of college","strong democrat","very happy"
"2069",2022,2069,55,"black","male",NA,"12th grade","not very strong democrat","pretty happy"
"2070",2022,2070,70,"black","male",NA,"2 years of college","not very strong democrat","not too happy"
"2071",2022,2071,22,"black","female",NA,"10th grade","independent (neither, no response)","pretty happy"
"2072",2022,2072,70,"white","female",NA,"1 year of college","independent, close to democrat","not too happy"
"2073",2022,2073,20,"other","male",2249.5,"2 years of college","not very strong democrat","pretty happy"
"2074",2022,2074,22,"black","female",5623.75,"2 years of college","independent (neither, no response)","pretty happy"
"2075",2022,2075,44,"white","female",NA,"4 years of college","not very strong democrat","not too happy"
"2076",2022,2076,32,"white","female",NA,"10th grade","independent (neither, no response)","very happy"
"2077",2022,2077,59,"white","male",NA,"12th grade","independent (neither, no response)","very happy"
"2078",2022,2078,74,"white","male",NA,"2 years of college","strong democrat","not too happy"
"2079",2022,2079,NA,"black","female",NA,"8th grade","strong democrat","very happy"
"2080",2022,2080,67,"white","female",NA,"12th grade","independent (neither, no response)","pretty happy"
"2081",2022,2081,61,"white","male",9713.75,"12th grade","strong democrat","pretty happy"
"2082",2022,2082,74,"white","male",NA,"10th grade","strong republican","pretty happy"
"2083",2022,2083,NA,"black","male",22495,"12th grade","independent (neither, no response)","very happy"
"2084",2022,2084,79,"white","female",NA,"10th grade","not very strong democrat","not too happy"
"2085",2022,2085,33,"white","female",18405,"12th grade","independent (neither, no response)","very happy"
"2086",2022,2086,NA,"white","male",NA,"6 years of college","strong democrat","pretty happy"
"2087",2022,2087,31,"white","male",11247.5,"12th grade","not very strong democrat","not too happy"
"2088",2022,2088,58,"white","female",33742.5,"6 years of college","not very strong democrat","very happy"
"2089",2022,2089,40,"black","female",7668.75,"4 years of college","strong democrat","not too happy"
"2090",2022,2090,36,"white","female",NA,"12th grade","independent, close to democrat","pretty happy"
"2091",2022,2091,49,"white","female",NA,"12th grade","independent, close to republican","pretty happy"
"2092",2022,2092,46,"black","female",13292.5,"12th grade","independent, close to democrat","pretty happy"
"2093",2022,2093,51,"white","female",22495,"8th grade","independent (neither, no response)","pretty happy"
"2094",2022,2094,19,"white","male",13292.5,"12th grade","independent, close to republican","very happy"
"2095",2022,2095,37,"white","female",27607.5,"6 years of college","not very strong republican","pretty happy"
"2096",2022,2096,60,"white","female",NA,"6 years of college","strong republican","very happy"
"2097",2022,2097,49,"white","male",22495,"12th grade","independent, close to republican","very happy"
"2098",2022,2098,55,"black","male",NA,"2 years of college","strong democrat","very happy"
"2099",2022,2099,60,"white","female",18405,"4 years of college","independent (neither, no response)","pretty happy"
"2100",2022,2100,NA,"white","female",NA,"12th grade","not very strong republican","pretty happy"
"2101",2022,2101,56,"white","female",NA,"9th grade","independent, close to democrat","pretty happy"
"2102",2022,2102,NA,NA,"female",NA,"1 year of college","independent (neither, no response)",NA
"2103",2022,2103,37,"white","female",22495,"12th grade","other party","pretty happy"
"2104",2022,2104,83,"white","female",4601.25,"4 years of college","independent, close to democrat","pretty happy"
"2105",2022,2105,63,"white","male",13292.5,"3 years of college","strong republican","pretty happy"
"2106",2022,2106,NA,"white","female",49080,"6 years of college","independent (neither, no response)","pretty happy"
"2107",2022,2107,26,"white","female",18405,"4 years of college","independent, close to democrat","not too happy"
"2108",2022,2108,29,"white","male",8691.25,"2 years of college","independent (neither, no response)","pretty happy"
"2109",2022,2109,24,"white","female",13292.5,"4 years of college","independent (neither, no response)","very happy"
"2110",2022,2110,65,"white","male",22495,"12th grade","strong republican","very happy"
"2111",2022,2111,44,"black","male",8691.25,"12th grade","independent, close to democrat","pretty happy"
"2112",2022,2112,55,"white","male",40900,"12th grade","independent (neither, no response)","pretty happy"
"2113",2022,2113,71,"white","male",NA,"3 years of college","strong republican","not too happy"
"2114",2022,2114,64,"white","female",NA,"4 years of college","strong democrat","pretty happy"
"2115",2022,2115,NA,"white","male",NA,"6 years of college","independent (neither, no response)","pretty happy"
"2116",2022,2116,69,"white","female",NA,"12th grade","strong republican","pretty happy"
"2117",2022,2117,70,"white","female",NA,"12th grade","strong democrat","pretty happy"
"2118",2022,2118,NA,"white","female",11247.5,"3 years of college","independent (neither, no response)","not too happy"
"2119",2022,2119,25,"white","female",27607.5,"4 years of college","strong democrat","pretty happy"
"2120",2022,2120,68,"other","female",NA,"2 years of college","independent, close to democrat","pretty happy"
"2121",2022,2121,40,"white","male",33742.5,"12th grade","not very strong democrat","not too happy"
"2122",2022,2122,70,"white","male",NA,"4 years of college","independent, close to democrat","not too happy"
"2123",2022,2123,70,"white","female",NA,"2 years of college","strong republican","pretty happy"
"2124",2022,2124,NA,"other","female",141848.32887,"8 or more years of college","independent, close to democrat","pretty happy"
"2125",2022,2125,36,"white","male",3067.5,"2 years of college","not very strong democrat","not too happy"
"2126",2022,2126,68,"white","male",NA,"6 years of college","strong democrat","very happy"
"2127",2022,2127,64,"white","male",NA,"12th grade","independent (neither, no response)","pretty happy"
"2128",2022,2128,57,"white","male",57260,"4 years of college","strong democrat","pretty happy"
"2129",2022,2129,79,"white","male",NA,"6 years of college","independent (neither, no response)","pretty happy"
"2130",2022,2130,69,"white","male",NA,"12th grade","independent (neither, no response)","pretty happy"
"2131",2022,2131,66,"white","male",27607.5,"2 years of college","strong republican","pretty happy"
"2132",2022,2132,72,"white","male",NA,"4 years of college","strong republican","pretty happy"
"2133",2022,2133,19,"white","male",NA,"1 year of college","not very strong republican","pretty happy"
"2134",2022,2134,52,"white","male",40900,"4 years of college","not very strong republican","pretty happy"
"2135",2022,2135,53,"other","female",18405,"1 year of college","independent (neither, no response)","not too happy"
"2136",2022,2136,43,"white","female",22495,"2 years of college","not very strong republican","very happy"
"2137",2022,2137,54,"white","female",NA,"8 or more years of college","independent, close to republican","very happy"
"2138",2022,2138,35,"white","male",15337.5,"1 year of college","independent (neither, no response)","very happy"
"2139",2022,2139,56,"white","female",NA,"2 years of college","independent, close to republican","very happy"
"2140",2022,2140,77,"white","male",NA,"1 year of college","strong republican","very happy"
"2141",2022,2141,73,"white","male",1431.5,"12th grade","independent, close to republican","pretty happy"
"2142",2022,2142,71,"white","male",13292.5,"11th grade","independent, close to republican","pretty happy"
"2143",2022,2143,68,"white","female",22495,"4 years of college","strong republican","very happy"
"2144",2022,2144,69,"white","male",9713.75,"4 years of college","strong republican","pretty happy"
"2145",2022,2145,34,"white","female",1840.5,"10th grade","independent (neither, no response)","not too happy"
"2146",2022,2146,54,"black","male",57260,"1 year of college","not very strong democrat","very happy"
"2147",2022,2147,30,"white","female",5623.75,"3 years of college","independent (neither, no response)","pretty happy"
"2148",2022,2148,72,"white","female",6646.25,"1 year of college","strong republican","not too happy"
"2149",2022,2149,32,"white","female",3067.5,"1 year of college","independent (neither, no response)","very happy"
"2150",2022,2150,33,"white","male",27607.5,"12th grade","strong republican","very happy"
"2151",2022,2151,66,"black","female",818,"10th grade","independent (neither, no response)","pretty happy"
"2152",2022,2152,81,"white","male",NA,"12th grade","strong republican","not too happy"
"2153",2022,2153,72,"white","female",4601.25,"1 year of college","strong republican","pretty happy"
"2154",2022,2154,45,"white","male",11247.5,"12th grade","strong republican","very happy"
"2155",2022,2155,42,"other","female",22495,"2 years of college","independent (neither, no response)","not too happy"
"2156",2022,2156,34,"white","female",NA,"12th grade","strong republican","pretty happy"
"2157",2022,2157,57,"white","male",NA,"2 years of college","strong republican","pretty happy"
"2158",2022,2158,68,"white","female",NA,"2 years of college","independent (neither, no response)","pretty happy"
"2159",2022,2159,30,"white","female",15337.5,"4 years of college","strong republican","very happy"
"2160",2022,2160,53,"white","female",141848.32887,"4 years of college","strong republican","pretty happy"
"2161",2022,2161,NA,NA,"female",NA,"4 years of college","independent (neither, no response)","not too happy"
"2162",2022,2162,NA,"white","male",NA,NA,"independent (neither, no response)","very happy"
"2163",2022,2163,69,"black","female",204.5,"12th grade","strong democrat","pretty happy"
"2164",2022,2164,19,"white","male",9713.75,"1 year of college","independent, close to republican","pretty happy"
"2165",2022,2165,83,"white","male",NA,"4 years of college","strong democrat","very happy"
"2166",2022,2166,81,"white","male",3067.5,"1 year of college","other party","very happy"
"2167",2022,2167,74,"white","female",NA,"4 years of college","not very strong democrat","pretty happy"
"2168",2022,2168,NA,"white","female",40900,"5 years of college","independent, close to democrat","very happy"
"2169",2022,2169,62,"white","female",NA,"2 years of college","independent, close to democrat","very happy"
"2170",2022,2170,41,"white","male",22495,"4 years of college","not very strong democrat","not too happy"
"2171",2022,2171,19,"white","male",NA,"1 year of college","independent, close to republican","pretty happy"
"2172",2022,2172,31,"white","female",27607.5,"8 or more years of college","strong democrat","very happy"
"2173",2022,2173,20,"white","male",NA,"1 year of college","independent, close to democrat","not too happy"
"2174",2022,2174,22,"black","male",NA,"4 years of college","independent (neither, no response)","pretty happy"
"2175",2022,2175,21,"white","female",1840.5,"3 years of college","independent (neither, no response)","pretty happy"
"2176",2022,2176,22,"white","female",818,"4 years of college","independent, close to democrat","pretty happy"
"2177",2022,2177,29,"white","male",15337.5,"6 years of college","strong democrat","pretty happy"
"2178",2022,2178,20,"white","female",NA,"3 years of college","strong democrat","not too happy"
"2179",2022,2179,66,"white","male",27607.5,"1 year of college","not very strong democrat","very happy"
"2180",2022,2180,53,NA,"male",NA,"10th grade","strong democrat","pretty happy"
"2181",2022,2181,30,"white","male",NA,"12th grade","not very strong democrat","not too happy"
"2182",2022,2182,52,"white","female",NA,"1 year of college","strong republican","pretty happy"
"2183",2022,2183,33,"white","female",9713.75,"12th grade","other party","not too happy"
"2184",2022,2184,42,"white","female",NA,"8 or more years of college","not very strong democrat","pretty happy"
"2185",2022,2185,80,"white","male",NA,"8th grade","independent (neither, no response)","not too happy"
"2186",2022,2186,54,"white","female",NA,"12th grade","strong democrat","pretty happy"
"2187",2022,2187,56,"white","female",40900,"3 years of college","not very strong republican","pretty happy"
"2188",2022,2188,38,"white","male",18405,"2 years of college","strong republican","very happy"
"2189",2022,2189,60,"white","male",NA,"4 years of college","independent, close to democrat","very happy"
"2190",2022,2190,75,"white","male",NA,"4 years of college","strong democrat","not too happy"
"2191",2022,2191,41,"white","male",40900,"6 years of college","strong republican","pretty happy"
"2192",2022,2192,62,"white","female",18405,"4 years of college","independent, close to republican","pretty happy"
"2193",2022,2193,29,"white","female",40900,"4 years of college","not very strong republican","very happy"
"2194",2022,2194,82,"white","female",NA,"2 years of college","strong republican","pretty happy"
"2195",2022,2195,76,"white","female",NA,"3 years of college","not very strong democrat","pretty happy"
"2196",2022,2196,29,NA,"male",6646.25,"10th grade","independent (neither, no response)","not too happy"
"2197",2022,2197,28,"white","male",18405,"12th grade","strong republican","pretty happy"
"2198",2022,2198,30,"white","female",3681,"12th grade","independent (neither, no response)","very happy"
"2199",2022,2199,75,"white","male",NA,"12th grade","independent, close to republican","pretty happy"
"2200",2022,2200,64,"white","male",NA,"4 years of college","not very strong republican","not too happy"
"2201",2022,2201,81,"white","male",NA,"4 years of college","strong republican","not too happy"
"2202",2022,2202,63,"white","female",4601.25,"4 years of college","independent, close to democrat","pretty happy"
"2203",2022,2203,39,"white","male",NA,"6 years of college","independent, close to republican","very happy"
"2204",2022,2204,39,"black","female",NA,"2 years of college","independent (neither, no response)","not too happy"
"2205",2022,2205,NA,"black","male",18405,"2 years of college","independent (neither, no response)","pretty happy"
"2206",2022,2206,19,"white","male",3681,"12th grade","not very strong republican","not too happy"
"2207",2022,2207,69,"black","male",18405,"12th grade","strong democrat","pretty happy"
"2208",2022,2208,73,"black","female",NA,"12th grade","strong democrat","pretty happy"
"2209",2022,2209,20,"white","male",11247.5,"12th grade","independent, close to republican","pretty happy"
"2210",2022,2210,45,"white","female",11247.5,"12th grade","independent, close to democrat","pretty happy"
"2211",2022,2211,38,"white","female",NA,"9th grade","not very strong republican","not too happy"
"2212",2022,2212,78,"white","female",NA,"12th grade","strong republican","very happy"
"2213",2022,2213,NA,NA,"female",NA,"6 years of college","strong republican","very happy"
"2214",2022,2214,29,"white","male",NA,NA,"strong republican","very happy"
"2215",2022,2215,62,"white","female",22495,"2 years of college","not very strong republican","pretty happy"
"2216",2022,2216,44,"white","female",22495,"4 years of college","not very strong republican","pretty happy"
"2217",2022,2217,67,"white","female",NA,"5 years of college","not very strong republican","very happy"
"2218",2022,2218,58,"white","female",27607.5,"5 years of college","independent (neither, no response)","pretty happy"
"2219",2022,2219,70,"black","male",NA,"12th grade","strong democrat","pretty happy"
"2220",2022,2220,51,"white","female",8691.25,"12th grade","strong republican","very happy"
"2221",2022,2221,61,"white","female",NA,"6 years of college","independent, close to democrat","very happy"
"2222",2022,2222,40,"white","male",49080,"4 years of college","independent (neither, no response)","very happy"
"2223",2022,2223,19,"white","female",4601.25,"1 year of college","strong republican","pretty happy"
"2224",2022,2224,38,"white","female",18405,"4 years of college","not very strong republican","pretty happy"
"2225",2022,2225,71,"white","male",NA,"12th grade","strong democrat","pretty happy"
"2226",2022,2226,38,"white","male",141848.32887,"5 years of college","strong republican","pretty happy"
"2227",2022,2227,55,"white","male",NA,"10th grade","independent (neither, no response)","very happy"
"2228",2022,2228,44,"white","female",3681,"2 years of college","strong republican","very happy"
"2229",2022,2229,41,"white","male",22495,"11th grade","strong republican","pretty happy"
"2230",2022,2230,23,"black","male",13292.5,"12th grade","independent, close to republican","very happy"
"2231",2022,2231,25,"white","male",9713.75,"12th grade","independent (neither, no response)","pretty happy"
"2232",2022,2232,47,"white","female",15337.5,"12th grade","independent (neither, no response)","pretty happy"
"2233",2022,2233,64,"white","female",NA,"12th grade","independent, close to republican","pretty happy"
"2234",2022,2234,44,"white","female",NA,"1 year of college","independent, close to republican","pretty happy"
"2235",2022,2235,NA,"white",NA,NA,"12th grade","independent (neither, no response)","pretty happy"
"2236",2022,2236,68,"black","female",NA,"12th grade","strong democrat","very happy"
"2237",2022,2237,78,"white","female",NA,"12th grade","strong republican","very happy"
"2238",2022,2238,27,"white","female",NA,"12th grade","not very strong republican","pretty happy"
"2239",2022,2239,NA,NA,"female",NA,"1 year of college","independent (neither, no response)","pretty happy"
"2240",2022,2240,62,"white",NA,NA,"2 years of college","other party","pretty happy"
"2241",2022,2241,20,"white","female",8691.25,NA,"independent (neither, no response)","very happy"
"2242",2022,2242,72,"white","female",NA,"12th grade","independent, close to republican","pretty happy"
"2243",2022,2243,48,"black","female",NA,"4 years of college","independent (neither, no response)","pretty happy"
"2244",2022,2244,63,"black","male",8691.25,"2 years of college","not very strong democrat","pretty happy"
"2245",2022,2245,65,"black","female",NA,"8 or more years of college","strong democrat","not too happy"
"2246",2022,2246,68,"black","female",NA,"12th grade","independent (neither, no response)","not too happy"
"2247",2022,2247,64,"black","female",9713.75,"4 years of college","strong democrat","not too happy"
"2248",2022,2248,21,"other","female",5623.75,"3 years of college","not very strong democrat","very happy"
"2249",2022,2249,42,"black","male",NA,"12th grade","strong democrat","pretty happy"
"2250",2022,2250,51,"other","male",40900,"2 years of college","independent (neither, no response)","pretty happy"
"2251",2022,2251,30,"white","male",40900,"12th grade","not very strong republican","pretty happy"
"2252",2022,2252,55,"white","male",NA,"11th grade","strong republican","not too happy"
"2253",2022,2253,22,"black","male",NA,"3 years of college","strong democrat","pretty happy"
"2254",2022,2254,61,"black","male",NA,"12th grade","not very strong democrat","not too happy"
"2255",2022,2255,35,"black","female",204.5,"12th grade","independent (neither, no response)","very happy"
"2256",2022,2256,49,"white","female",NA,"10th grade","independent, close to democrat","not too happy"
"2257",2022,2257,65,"white","male",NA,"2 years of college","strong republican","not too happy"
"2258",2022,2258,27,"white","male",18405,"4 years of college","independent (neither, no response)","not too happy"
"2259",2022,2259,61,"black","female",15337.5,"2 years of college","strong democrat","not too happy"
"2260",2022,2260,65,"white","female",3681,"3 years of college","strong republican","pretty happy"
"2261",2022,2261,67,"white","male",204.5,"12th grade","not very strong democrat","pretty happy"
"2262",2022,2262,42,NA,"female",27607.5,"5 years of college","independent, close to republican","not too happy"
"2263",2022,2263,65,"white","female",22495,"2 years of college","independent (neither, no response)","pretty happy"
"2264",2022,2264,65,"white","female",NA,"3 years of college",NA,"not too happy"
"2265",2022,2265,75,"white","female",NA,"12th grade","independent (neither, no response)","very happy"
"2266",2022,2266,65,"white","female",NA,"12th grade","independent (neither, no response)","pretty happy"
"2267",2022,2267,24,"black","female",NA,"2 years of college","independent (neither, no response)","pretty happy"
"2268",2022,2268,75,"other","female",NA,"1 year of college","strong democrat","pretty happy"
"2269",2022,2269,75,"white","female",NA,"8th grade","strong democrat","not too happy"
"2270",2022,2270,63,"black","female",NA,"12th grade","strong democrat","very happy"
"2271",2022,2271,44,"black","female",NA,"1 year of college","independent (neither, no response)","pretty happy"
"2272",2022,2272,68,"black","male",NA,"2 years of college","strong democrat","very happy"
"2273",2022,2273,83,"black","male",NA,"4 years of college","strong democrat","very happy"
"2274",2022,2274,NA,"white","female",NA,"10th grade","independent (neither, no response)","pretty happy"
"2275",2022,2275,29,"black","female",9713.75,"3 years of college","other party","pretty happy"
"2276",2022,2276,78,"white","male",NA,"1 year of college","not very strong republican","not too happy"
"2277",2022,2277,72,"white","female",NA,"4 years of college","independent, close to republican","pretty happy"
"2278",2022,2278,68,"white","female",NA,"12th grade","strong republican","very happy"
"2279",2022,2279,62,"white","female",4601.25,"11th grade","strong republican","not too happy"
"2280",2022,2280,69,"white","male",NA,"2 years of college","strong republican","not too happy"
"2281",2022,2281,24,"white","female",NA,"12th grade","independent, close to republican","pretty happy"
"2282",2022,2282,44,"white","male",22495,"2 years of college","not very strong democrat","pretty happy"
"2283",2022,2283,34,"white","male",27607.5,"12th grade","strong republican","very happy"
"2284",2022,2284,66,"white","male",40900,"2 years of college","strong republican","pretty happy"
"2285",2022,2285,59,"black","male",22495,"2 years of college","not very strong democrat","pretty happy"
"2286",2022,2286,20,"white","male",4601.25,"12th grade","independent, close to democrat","pretty happy"
"2287",2022,2287,38,"white","female",22495,"4 years of college","not very strong republican","not too happy"
"2288",2022,2288,52,"black","female",27607.5,"4 years of college","not very strong democrat","pretty happy"
"2289",2022,2289,37,"white","male",27607.5,"2 years of college","independent (neither, no response)","pretty happy"
"2290",2022,2290,75,"white","female",NA,"12th grade","strong republican","pretty happy"
"2291",2022,2291,70,"white","male",NA,"2 years of college","independent, close to democrat","pretty happy"
"2292",2022,2292,59,"other","male",27607.5,"3 years of college","independent, close to democrat","pretty happy"
"2293",2022,2293,59,"white","female",22495,"2 years of college","strong republican","pretty happy"
"2294",2022,2294,35,"black","male",18405,"12th grade","not very strong democrat","pretty happy"
"2295",2022,2295,68,"white","female",NA,"12th grade","independent (neither, no response)","very happy"
"2296",2022,2296,35,"white","female",5623.75,"2 years of college","independent (neither, no response)","very happy"
"2297",2022,2297,68,"white","female",NA,"2 years of college","independent, close to republican","pretty happy"
"2298",2022,2298,80,"white","male",NA,"12th grade","not very strong republican","pretty happy"
"2299",2022,2299,74,"white","male",NA,"4 years of college","independent, close to republican","pretty happy"
"2300",2022,2300,74,"white","female",NA,"4 years of college","strong democrat","pretty happy"
"2301",2022,2301,53,"black","male",NA,"2 years of college",NA,"very happy"
"2302",2022,2302,33,"black","female",9713.75,"2 years of college","independent (neither, no response)","pretty happy"
"2303",2022,2303,38,"black","female",15337.5,"1 year of college","independent (neither, no response)","pretty happy"
"2304",2022,2304,70,"white","male",NA,"2 years of college","not very strong republican","not too happy"
"2305",2022,2305,25,"white","female",2249.5,"12th grade","independent (neither, no response)","very happy"
"2306",2022,2306,48,"white","female",NA,"2 years of college","not very strong democrat","pretty happy"
"2307",2022,2307,21,"black","male",7668.75,"4 years of college","independent, close to republican","not too happy"
"2308",2022,2308,44,"black","female",15337.5,"12th grade","strong democrat","pretty happy"
"2309",2022,2309,44,"black","female",8691.25,"8 or more years of college","not very strong democrat","not too happy"
"2310",2022,2310,43,"other","male",NA,"11th grade","independent, close to republican","very happy"
"2311",2022,2311,26,"white","male",NA,"1 year of college","independent (neither, no response)","not too happy"
"2312",2022,2312,59,"black","female",NA,"1 year of college","strong democrat","pretty happy"
"2313",2022,2313,70,"black","female",NA,"4 years of college","strong democrat","pretty happy"
"2314",2022,2314,32,"white","female",7668.75,"5 years of college","strong republican","pretty happy"
"2315",2022,2315,63,"white","male",NA,"8 or more years of college","independent (neither, no response)","pretty happy"
"2316",2022,2316,33,"white","female",15337.5,"2 years of college","independent, close to democrat","not too happy"
"2317",2022,2317,68,"black","male",NA,"2 years of college","not very strong democrat","pretty happy"
"2318",2022,2318,77,"black","male",NA,"11th grade","strong democrat","not too happy"
"2319",2022,2319,71,"white","female",NA,"4 years of college","strong republican","not too happy"
"2320",2022,2320,77,"black","male",NA,"12th grade","not very strong democrat","very happy"
"2321",2022,2321,25,"white","female",18405,"4 years of college","strong democrat","pretty happy"
"2322",2022,2322,26,"black","male",13292.5,"12th grade","independent, close to democrat","pretty happy"
"2323",2022,2323,35,"black","female",NA,"1 year of college","independent (neither, no response)","not too happy"
"2324",2022,2324,28,"white","female",22495,"4 years of college","strong democrat","pretty happy"
"2325",2022,2325,52,"black","male",NA,"12th grade","not very strong democrat","very happy"
"2326",2022,2326,38,"black","male",22495,"12th grade","independent (neither, no response)","pretty happy"
"2327",2022,2327,56,"other","female",15337.5,"1 year of college","independent (neither, no response)","very happy"
"2328",2022,2328,NA,"white","male",NA,"10th grade","independent (neither, no response)","not too happy"
"2329",2022,2329,28,"black","female",NA,"1 year of college","not very strong democrat","pretty happy"
"2330",2022,2330,36,"white","female",4601.25,"12th grade","independent (neither, no response)","pretty happy"
"2331",2022,2331,55,"black","male",4601.25,"12th grade","independent, close to democrat","pretty happy"
"2332",2022,2332,40,"black","female",NA,"4 years of college","independent, close to democrat","not too happy"
"2333",2022,2333,67,"black","female",22495,"6 years of college","strong democrat","pretty happy"
"2334",2022,2334,35,"other","male",NA,"6th grade","independent (neither, no response)","not too happy"
"2335",2022,2335,65,"white","male",11247.5,"4 years of college","not very strong democrat","pretty happy"
"2336",2022,2336,27,"other","male",NA,"4 years of college","not very strong republican","pretty happy"
"2337",2022,2337,43,"white","male",27607.5,"4 years of college","not very strong democrat","very happy"
"2338",2022,2338,25,"black","male",4601.25,"3 years of college","independent (neither, no response)","not too happy"
"2339",2022,2339,38,"white","male",18405,"9th grade","independent, close to republican","pretty happy"
"2340",2022,2340,71,"white","female",NA,"12th grade","independent, close to democrat","very happy"
"2341",2022,2341,68,NA,"female",NA,"8 or more years of college","independent (neither, no response)","very happy"
"2342",2022,2342,37,"black","female",33742.5,"3 years of college","not very strong democrat","pretty happy"
"2343",2022,2343,31,"white","female",NA,"12th grade","not very strong democrat","pretty happy"
"2344",2022,2344,65,"black","female",NA,"6 years of college","independent, close to republican","very happy"
"2345",2022,2345,55,"white","male",NA,"12th grade","strong republican","pretty happy"
"2346",2022,2346,38,"white","male",27607.5,"4 years of college","not very strong democrat","not too happy"
"2347",2022,2347,48,"black","female",27607.5,"10th grade","strong democrat","very happy"
"2348",2022,2348,27,"black","female",18405,"12th grade","independent (neither, no response)","not too happy"
"2349",2022,2349,48,"white","male",NA,"1 year of college","strong republican","pretty happy"
"2350",2022,2350,69,"white","male",27607.5,"3 years of college","independent (neither, no response)","pretty happy"
"2351",2022,2351,28,"white","female",NA,"2 years of college","independent (neither, no response)","pretty happy"
"2352",2022,2352,66,"white","female",NA,"12th grade","independent (neither, no response)","not too happy"
"2353",2022,2353,82,"white","female",NA,"12th grade","not very strong republican","not too happy"
"2354",2022,2354,82,"white","male",NA,"6 years of college","not very strong republican","pretty happy"
"2355",2022,2355,38,"white","male",65440,"4 years of college","strong democrat","pretty happy"
"2356",2022,2356,65,"black","female",40900,"4 years of college","independent, close to democrat","very happy"
"2357",2022,2357,39,"white","male",57260,"5 years of college","independent, close to republican","not too happy"
"2358",2022,2358,34,"black","female",6646.25,"2 years of college","independent (neither, no response)","pretty happy"
"2359",2022,2359,42,"black","female",18405,"2 years of college","independent (neither, no response)","not too happy"
"2360",2022,2360,54,"black","female",27607.5,"3 years of college","not very strong democrat","pretty happy"
"2361",2022,2361,39,"white","female",NA,"2 years of college","independent, close to republican","not too happy"
"2362",2022,2362,30,"white","male",1840.5,"12th grade","independent (neither, no response)","not too happy"
"2363",2022,2363,NA,"white","female",NA,"1 year of college","strong republican","not too happy"
"2364",2022,2364,53,"white","female",18405,"5 years of college","strong republican","not too happy"
"2365",2022,2365,35,"white","female",2249.5,"12th grade","strong republican","not too happy"
